FlightID,Airline,FlightNumber,ScheduledDeparture,DepartureDelay,ArrivalDelay,Cancelled,CancellationReason,OriginAirport,DestinationAirport
FL4729,Cathay Pacific,FN7151,2023-01-31 19:19:40,-8.503260845591232,-23.723197616666667,0,,CDG,SIN
FL4730,American Airlines,FN8832,2025-12-22 20:24:49,-8.17039999807394,-3.65103555,0,Weather,FRA,DEL
FL4731,KLM,FN3045,2025-09-24 09:33:13,-25.42917450993157,-37.70439115,0,Crew,HYD,CDG
FL4732,Delta Airlines,FN7864,2024-04-25 13:12:33,73.33889002298753,65.43040896666666,0,,CDG,JFK
FL4733,AirAsia,FN3288,2024-12-22 19:54:49,0.3087289368097963,-0.19982608333333335,0,,FRA,BLR
FL4734,Vistara,FN8875,2024-03-25 10:27:53,-2.640704233113256,11.679496866666666,0,Crew,DXB,HYD
FL4735,AirAsia,FN4106,2023-04-03 01:03:28,38.444288514161485,38.85497203333333,1,Crew,BOM,CDG
FL4736,British Airways,FN9302,2025-05-29 08:41:31,-27.09434859777047,-2.9777451833333335,0,Weather,MAA,HKG
FL4737,Singapore Airlines,FN1244,2024-08-05 15:49:16,7.139767264099522,38.09459448333334,0,Weather,LHR,CDG
FL4738,Qatar Airways,FN3943,2025-12-31 20:48:36,-57.36757692695488,-49.436528599999995,0,Technical,BLR,HYD
FL4739,Lufthansa,FN2666,2025-07-24 14:38:52,67.55819001628623,67.25922798333333,0,Weather,BLR,HKG
FL4740,Japan Airlines,FN6257,2025-05-24 22:44:29,3.2351972999609178,12.667872666666666,0,Weather,DXB,FRA
FL4741,Cathay Pacific,FN9523,2023-06-11 09:23:54,-6.7638745665487185,-6.444953549999999,0,Technical,BLR,LHR
FL4742,British Airways,FN9311,2025-12-11 19:44:17,-0.13445282574209116,-4.54576385,0,,HKG,HYD
FL4743,British Airways,FN5218,2023-03-29 01:41:12,46.86569650601678,58.78186698333333,1,,BOM,BOM
FL4744,SpiceJet,FN6471,2024-10-20 17:26:10,17.51884696309906,34.64741206666667,0,Technical,FRA,SIN
FL4745,American Airlines,FN3734,2025-11-22 02:01:52,2.069325003895993,-4.543732266666667,0,Crew,SIN,LHR
FL4746,Vistara,FN3489,2023-12-31 21:00:45,-8.07872913843672,-3.0519835166666667,0,,LAX,JFK
FL4747,Vistara,FN7757,2024-08-16 06:07:39,-21.77635125118706,-24.2802665,1,Weather,SIN,SIN
FL4748,Delta Airlines,FN9334,2022-10-26 06:55:37,-5.483499256143041,31.384844183333332,0,Technical,SIN,DXB
FL4749,Turkish Airlines,FN9023,2023-10-17 12:33:00,-73.21444819801751,-70.90874401666666,0,Crew,BOM,LAX
FL4750,Turkish Airlines,FN6881,2025-03-15 07:07:13,61.77081378444312,68.59848075,1,Crew,HKG,HYD
FL4751,Singapore Airlines,FN8396,2025-08-10 05:19:02,32.60252420263278,39.099918933333335,0,Technical,FRA,LHR
FL4752,Lufthansa,FN1194,2023-03-20 14:15:16,-10.020001436494411,-38.64874045,0,Weather,CDG,BOM
FL4753,Lufthansa,FN8062,2024-03-15 23:46:21,16.163670611089085,9.529571549999998,1,,SIN,LAX
FL4754,Emirates,FN1501,2022-11-25 07:28:27,-14.01006218495911,-16.494871016666668,0,,BOM,BLR
FL4755,AirAsia,FN3721,2022-03-07 18:30:06,62.34584219870481,103.41840533333334,1,Technical,LAX,DEL
FL4756,IndiGo,FN8728,2022-12-17 04:01:40,16.516238125852027,14.544729766666668,0,,CDG,LAX
FL4757,United Airlines,FN5761,2023-04-16 15:32:16,-25.316792523536314,-13.2886901,0,,LAX,HYD
FL4758,Turkish Airlines,FN8359,2022-01-14 02:19:55,63.487168001954316,64.7770622,0,,LHR,BLR
FL4759,British Airways,FN3624,2025-10-11 02:31:30,-61.36988122259673,-46.31913615,0,Crew,LAX,MAA
FL4760,Delta Airlines,FN2084,2025-07-12 14:24:06,39.56199134350148,20.774306733333333,0,Weather,FRA,SIN
FL4761,Air India,FN6954,2022-07-07 00:42:33,15.294525509888585,27.06291575,0,,FRA,SIN
FL4762,AirAsia,FN3110,2025-01-06 09:19:05,7.806780939731844,0.94521715,0,Crew,DEL,LAX
FL4763,Lufthansa,FN3205,2024-05-06 00:23:27,40.47811670690669,39.427420516666665,0,Weather,BLR,HYD
FL4764,Air India,FN4119,2024-12-19 08:24:26,-34.55558488099796,-60.29770216666667,0,Technical,HYD,LHR
FL4765,Delta Airlines,FN4353,2023-02-09 16:38:06,47.82548559997929,62.07544525,0,,CDG,BLR
FL4766,Turkish Airlines,FN2832,2025-02-21 01:05:49,12.639206413875069,11.035086866666667,0,Crew,BOM,DXB
FL4767,American Airlines,FN8720,2024-05-23 22:17:24,-5.8699524260938105,-17.00600215,0,Technical,SIN,DXB
FL4768,Singapore Airlines,FN2053,2024-02-05 10:08:16,-2.9436693367965443,-29.744977566666666,0,,DEL,HYD
FL4769,Air India,FN9955,2024-08-08 00:09:21,-12.081909604055426,-11.745972349999999,0,Technical,DXB,BOM
FL4770,Vistara,FN9024,2022-07-24 11:59:08,28.296401415712566,32.697504466666665,0,Crew,MAA,HKG
FL4771,Air India,FN3123,2022-12-15 18:46:37,33.84769341626677,59.08472,0,Technical,MAA,BLR
FL4772,Turkish Airlines,FN7683,2022-02-07 23:49:06,41.745102814723055,53.80275053333333,0,,BOM,BOM
FL4773,Delta Airlines,FN3661,2023-02-04 04:26:52,10.355880375423526,0.64406025,0,Technical,FRA,SIN
FL4774,IndiGo,FN6314,2022-09-30 20:07:20,32.198321541379485,62.39453226666667,0,,LHR,BLR
FL4775,United Airlines,FN5440,2023-09-15 08:33:23,20.263181189512544,54.02206841666667,0,,LAX,HYD
FL4776,Emirates,FN6965,2022-12-24 12:22:26,-35.767151241832515,-48.07960201666666,1,,SIN,SIN
FL4777,Delta Airlines,FN9299,2022-11-22 11:49:09,35.65604523244788,44.62039838333333,0,Crew,HKG,BOM
FL4778,American Airlines,FN1661,2025-01-07 06:27:01,49.41346529715423,54.18139068333333,0,Weather,BLR,JFK
FL4779,Singapore Airlines,FN6877,2023-05-03 00:43:24,-16.039262675849958,-14.243161316666667,0,,BOM,JFK
FL4780,ANA,FN8074,2024-08-22 04:17:11,-35.98051912771202,-47.90937921666667,0,,HKG,LAX
FL4781,Delta Airlines,FN5833,2023-03-27 13:23:51,39.173319937540306,57.26513115,0,Technical,HKG,MAA
FL4782,British Airways,FN8257,2023-12-24 20:31:03,20.890128544182307,0.07396573333333333,0,Technical,FRA,BLR
FL4783,Emirates,FN8359,2022-06-30 03:53:41,-0.7521072653866554,-14.1271056,1,,JFK,JFK
FL4784,British Airways,FN3339,2023-11-10 17:01:47,45.295997613632956,41.54016561666666,0,Crew,HKG,LAX
FL4785,Air India,FN6843,2022-06-29 14:09:54,-22.57243132344648,-17.12548885,0,,MAA,LHR
FL4786,GoAir,FN2905,2023-12-15 06:06:45,-9.204633705038354,18.051524949999997,0,Weather,FRA,JFK
FL4787,Air India,FN9421,2024-02-09 02:12:47,-12.044326926025725,-28.032750816666667,0,Weather,HYD,DXB
FL4788,Japan Airlines,FN9457,2022-09-24 18:28:50,-54.587405472725465,-50.04920301666667,0,,MAA,JFK
FL4789,American Airlines,FN2733,2024-10-12 10:13:20,-6.857903415737791,-23.291472516666666,0,,FRA,SIN
FL4790,Japan Airlines,FN3074,2025-08-01 17:26:45,45.67679383767356,60.685471050000004,0,Crew,SIN,HYD
FL4791,Emirates,FN9533,2022-04-10 08:01:18,9.153463631883106,34.6183573,0,Crew,BOM,CDG
FL4792,United Airlines,FN9390,2022-10-26 18:41:27,29.87608100195839,22.533242483333332,0,Crew,SIN,LAX
FL4793,Japan Airlines,FN8658,2023-06-13 08:33:02,-21.176604919722983,-3.9068817499999997,0,Crew,LAX,CDG
FL4794,Air India,FN8704,2025-03-10 00:18:41,21.891008694020528,29.437225216666665,0,Weather,SIN,HYD
FL4795,Cathay Pacific,FN5533,2025-06-06 23:47:32,-15.39493408606722,-1.2757205833333332,0,Technical,JFK,FRA
FL4796,Vistara,FN1708,2023-09-27 10:05:20,-12.664966494018476,-9.194766316666666,0,Crew,JFK,CDG
FL4797,Delta Airlines,FN5666,2022-10-05 14:02:21,53.4083243916094,48.49581085,0,Weather,DXB,FRA
FL4798,American Airlines,FN1507,2025-03-09 03:58:23,-37.189677712185826,-47.97788558333333,0,Technical,MAA,HKG
FL4799,KLM,FN6396,2023-03-05 22:15:14,39.8289648006287,48.64993186666666,0,,HYD,LHR
FL4800,United Airlines,FN9294,2025-03-18 15:37:35,6.133678639337393,3.497271566666667,0,Technical,SIN,DEL
FL4801,British Airways,FN2180,2024-10-14 12:00:36,24.560797226595703,16.824224466666667,0,Crew,JFK,LAX
FL4802,Air France,FN4449,2023-09-20 01:25:04,19.16996705927788,13.201148533333333,0,,JFK,LAX
FL4803,American Airlines,FN2538,2024-08-12 16:57:19,-16.92978155825162,-21.492093083333334,0,Weather,JFK,CDG
FL4804,ANA,FN4570,2024-10-04 18:29:26,-1.2622233945188572,3.0053290666666665,0,Crew,LHR,CDG
FL4805,Delta Airlines,FN5628,2025-12-28 18:14:33,17.06367385333343,-33.26180551666667,0,,FRA,BLR
FL4806,ANA,FN6456,2023-11-28 04:43:45,-14.229516732402946,-15.1030664,0,,HYD,HYD
FL4807,Delta Airlines,FN4204,2022-10-11 14:17:37,55.1518611582499,43.95182203333333,0,Weather,SIN,BLR
FL4808,Cathay Pacific,FN8380,2023-11-09 04:19:41,14.883898542997375,42.30935318333333,0,Weather,JFK,HYD
FL4809,Singapore Airlines,FN8898,2022-09-20 08:56:40,-29.389055898418185,-18.479427516666664,0,Crew,MAA,FRA
FL4810,Qatar Airways,FN6848,2022-03-10 21:18:18,-14.068155018035611,-16.63766115,0,Technical,BOM,MAA
FL4811,IndiGo,FN1670,2022-03-27 05:25:03,-14.093325018599437,-20.071184650000003,1,Crew,LHR,LHR
FL4812,United Airlines,FN5490,2023-09-26 09:39:55,91.65736443719479,109.32420251666667,0,Crew,BOM,JFK
FL4813,Qatar Airways,FN2527,2025-02-02 20:31:27,43.05213585358627,55.432038150000004,0,Weather,HKG,DXB
FL4814,Air India,FN8169,2024-05-07 11:49:48,-38.187703652058744,-27.2633341,0,Crew,JFK,CDG
FL4815,Qatar Airways,FN1432,2025-01-13 23:37:59,42.1878884352204,34.38689631666667,0,Technical,BOM,BLR
FL4816,Air India,FN5205,2023-12-24 09:02:29,38.959800014833796,54.52484316666666,0,Technical,DXB,MAA
FL4817,British Airways,FN4477,2022-04-15 04:35:24,65.56120134441011,64.29445615,0,Technical,LHR,LHR
FL4818,Cathay Pacific,FN4545,2025-01-08 22:03:12,-22.928329468271805,-23.352751116666663,0,Weather,DXB,DEL
FL4819,Turkish Airlines,FN2011,2023-01-28 20:59:30,53.0671297949087,30.641041583333333,0,Technical,CDG,BLR
FL4820,American Airlines,FN7177,2025-11-22 08:53:27,-52.05127146293097,-45.71034228333333,0,Weather,CDG,DXB
FL4821,IndiGo,FN8276,2023-01-12 05:26:57,-3.277678783224685,1.8382396166666666,0,Technical,DXB,FRA
FL4822,British Airways,FN8573,2025-05-25 01:21:06,38.359353137075956,35.07081295,0,,LHR,CDG
FL4823,Emirates,FN4420,2022-03-21 02:01:56,-46.19017492791862,-10.522951566666668,0,Technical,SIN,BOM
FL4824,Vistara,FN7265,2024-09-01 05:57:22,-19.916848623163283,-30.80240545,0,Weather,MAA,FRA
FL4825,Japan Airlines,FN2188,2023-05-02 08:25:05,43.11160041167789,42.3442636,0,,SIN,BOM
FL4826,Air India,FN6524,2022-10-28 04:05:42,8.098304438955676,20.3401563,0,Weather,BLR,FRA
FL4827,IndiGo,FN3063,2024-05-05 01:32:01,42.50749309329987,42.5055827,0,Weather,DEL,JFK
FL4828,Lufthansa,FN1887,2023-07-27 06:37:12,55.59856017742898,28.56156245,0,Technical,LAX,HYD
FL4829,Lufthansa,FN3728,2025-01-13 19:29:42,32.793617108592315,25.200703733333334,0,,MAA,FRA
FL4830,Air India,FN2296,2025-11-20 18:52:47,51.16813949823974,58.29880668333333,0,Weather,BLR,DEL
FL4831,British Airways,FN6991,2023-06-14 15:08:40,-10.187159960282049,4.755456433333333,0,,DXB,FRA
FL4832,Air India,FN7831,2024-10-02 14:52:03,36.79565041621755,51.42406226666667,0,,FRA,LHR
FL4833,Singapore Airlines,FN6613,2025-11-23 22:51:04,-20.89088718899181,-23.151144050000003,0,Weather,CDG,DXB
FL4834,Air France,FN9107,2025-11-24 09:07:27,9.87781488635695,14.258920100000001,0,,LHR,JFK
FL4835,Singapore Airlines,FN7825,2025-11-28 22:03:49,32.492364263150435,7.268845783333333,0,Technical,LAX,MAA
FL4836,AirAsia,FN9420,2024-06-07 03:08:46,20.029811636605103,20.68009131666667,0,,JFK,JFK
FL4837,IndiGo,FN3233,2024-03-27 19:01:18,-15.155018491518568,-21.292320150000002,0,,FRA,JFK
FL4838,American Airlines,FN5213,2025-12-19 23:26:37,3.563870064461092,-45.4524065,0,,HKG,BLR
FL4839,KLM,FN7950,2024-10-06 02:42:49,-11.038687123746499,-19.1759095,0,,JFK,DEL
FL4840,Emirates,FN2216,2024-11-21 00:23:06,25.983496279678725,18.90059605,0,Crew,LHR,DXB
FL4841,SpiceJet,FN3364,2024-01-24 23:09:18,3.5465859948853034,31.680735416666668,0,Crew,DXB,MAA
FL4842,ANA,FN6914,2023-06-22 04:51:42,39.830545594462706,58.3646166,0,Weather,FRA,LAX
FL4843,SpiceJet,FN2402,2024-03-27 00:39:20,-4.996172912325553,8.149311283333335,0,,LHR,CDG
FL4844,Vistara,FN8721,2024-06-20 00:06:02,2.983065986392181,5.041667833333333,0,,LAX,CDG
FL4845,United Airlines,FN3794,2024-09-22 03:44:30,22.29056031239649,18.33565648333333,0,,SIN,LAX
FL4846,Cathay Pacific,FN1953,2022-04-23 17:09:33,54.790093133296104,57.38814103333333,0,Technical,JFK,JFK
FL4847,American Airlines,FN8422,2024-06-25 21:44:23,28.55081698778995,55.38482418333333,0,Weather,HYD,HYD
FL4848,SpiceJet,FN1573,2023-11-02 02:27:10,40.94961323725525,24.8158267,0,,CDG,MAA
FL4849,ANA,FN6932,2022-08-06 18:04:19,23.34687685029653,41.107667766666665,0,,DEL,DEL
FL4850,Japan Airlines,FN8758,2023-12-14 10:31:27,36.75589066482246,25.05646815,0,Weather,SIN,BLR
FL4851,IndiGo,FN2341,2025-06-19 06:23:39,-9.711057110519718,10.207316433333334,0,,CDG,HKG
FL4852,Air France,FN5407,2025-07-02 21:57:22,-12.85281112047937,-12.348251966666668,0,Crew,CDG,BLR
FL4853,Qatar Airways,FN7918,2023-11-15 23:18:06,57.27627428505908,61.55928553333333,0,Technical,CDG,SIN
FL4854,AirAsia,FN7284,2022-12-09 12:37:02,-11.803224135015292,-19.967484483333333,0,,FRA,SIN
FL4855,SpiceJet,FN7626,2022-04-26 10:14:28,19.98157988755564,4.984359766666667,0,Technical,HKG,SIN
FL4856,United Airlines,FN2522,2023-08-21 01:25:57,2.5799210831074557,12.578379100000001,0,Weather,BOM,LHR
FL4857,American Airlines,FN8328,2024-06-28 15:25:41,48.97449461643002,63.987715816666665,0,Crew,HYD,JFK
FL4858,Delta Airlines,FN6627,2022-01-10 19:18:13,-11.421953539465363,11.254336216666667,0,Crew,LAX,BOM
FL4859,IndiGo,FN6950,2025-05-11 23:55:53,1.0145488735756736,-12.52099645,0,,HKG,BOM
FL4860,Singapore Airlines,FN1571,2022-06-11 10:00:49,4.838759222035825,31.411297233333336,0,,MAA,FRA
FL4861,Cathay Pacific,FN1739,2024-03-31 06:13:22,14.957201501947756,20.145029466666664,0,Technical,DEL,HYD
FL4862,ANA,FN8155,2025-06-18 21:01:41,59.1163493410856,42.646026633333335,0,Weather,JFK,MAA
FL4863,Japan Airlines,FN2790,2022-10-25 16:04:11,-28.56797342158317,-47.80567048333333,0,,BLR,MAA
FL4864,SpiceJet,FN9752,2024-11-27 13:32:31,21.179445594401653,28.676842500000003,0,Technical,BOM,BOM
FL4865,Turkish Airlines,FN4643,2025-09-30 11:42:20,56.28209101839328,64.93421718333333,0,Weather,DXB,CDG
FL4866,Emirates,FN1857,2022-08-30 18:12:26,-2.1247147843790835,2.9022083166666666,0,Crew,BOM,HYD
FL4867,IndiGo,FN3559,2024-12-25 00:18:09,13.531222553828743,-6.54519655,0,Weather,SIN,SIN
FL4868,Air India,FN6487,2024-10-11 04:53:17,91.30994933004679,104.10801459999999,0,Technical,CDG,DXB
FL4869,ANA,FN2670,2024-11-24 17:37:54,16.300249240677672,30.527709,0,,MAA,LAX
FL4870,Turkish Airlines,FN9844,2024-08-21 09:17:53,31.28232941759815,34.17402713333333,0,Technical,BLR,BOM
FL4871,Lufthansa,FN2698,2025-04-10 09:01:33,-8.937234087221018,5.0545262,0,Crew,JFK,MAA
FL4872,Singapore Airlines,FN8041,2023-01-05 02:56:04,21.571325215943574,14.422973733333333,0,,SIN,LAX
FL4873,AirAsia,FN3964,2023-07-10 12:31:46,52.57106834101792,61.971348883333334,0,Crew,JFK,BLR
FL4874,Japan Airlines,FN9876,2025-06-21 16:33:57,31.89458086802892,57.77339418333334,0,,JFK,DXB
FL4875,Lufthansa,FN5831,2024-11-16 09:23:34,10.656664634945043,20.410944733333334,0,,JFK,JFK
FL4876,Emirates,FN7814,2022-10-06 21:09:44,34.300817155183495,28.4279009,0,,HYD,MAA
FL4877,SpiceJet,FN4420,2024-07-18 12:07:10,11.621549885380029,18.50477868333333,0,Technical,SIN,LHR
FL4878,KLM,FN5691,2022-11-10 10:09:02,-18.681756550501834,21.082795283333333,0,Technical,DXB,HYD
FL4879,British Airways,FN2946,2025-10-02 12:43:26,-32.218803304772074,-46.69036186666666,0,,JFK,FRA
FL4880,Qatar Airways,FN2017,2025-12-15 04:49:02,49.426797271107375,65.12579103333333,0,Crew,LHR,DXB
FL4881,Delta Airlines,FN4802,2024-11-27 01:06:05,-20.778944524423334,-6.6696093,0,,DEL,CDG
FL4882,Qatar Airways,FN5064,2025-07-25 10:54:17,54.03551334991929,58.58156748333333,0,,DXB,DEL
FL4883,SpiceJet,FN9796,2025-08-25 17:54:55,87.96468700223747,67.10375983333333,0,Crew,HYD,JFK
FL4884,Emirates,FN2026,2023-12-23 15:13:56,30.814703615773066,53.31262866666667,0,,CDG,CDG
FL4885,ANA,FN4047,2022-01-30 17:53:47,36.7403170481574,38.67498115,0,,BLR,CDG
FL4886,SpiceJet,FN6225,2024-03-20 15:09:11,1.2867555396655188,12.9489331,0,Technical,JFK,LAX
FL4887,Qatar Airways,FN6794,2024-04-01 13:42:55,34.472634599562085,48.50973615,0,Crew,LHR,FRA
FL4888,ANA,FN9556,2022-02-28 06:00:59,41.20173672380168,30.918687366666667,0,Weather,LHR,SIN
FL4889,American Airlines,FN8090,2024-12-07 19:40:17,3.1668706262909607,-5.933368349999999,0,,LHR,BLR
FL4890,KLM,FN6081,2025-04-21 22:03:13,-1.5833832825842489,18.6449301,0,Weather,DEL,LHR
FL4891,IndiGo,FN6379,2023-08-10 16:20:52,13.239517621756864,57.342405066666664,0,Weather,LAX,LAX
FL4892,Turkish Airlines,FN9853,2025-10-13 06:06:02,15.802191015691509,21.69756921666667,0,,DEL,HYD
FL4893,GoAir,FN1274,2022-12-10 07:37:53,13.185487583206488,8.618357183333334,0,Weather,JFK,BOM
FL4894,Air France,FN9931,2022-09-17 16:06:41,8.264901628672188,30.181722033333333,1,Crew,DXB,DXB
FL4895,Air France,FN3359,2023-11-24 06:46:39,13.419120043833171,6.517224100000001,0,,BLR,DXB
FL4896,KLM,FN8915,2022-11-03 00:13:44,-17.752538614359054,-19.50556698333333,0,Crew,JFK,SIN
FL4897,British Airways,FN3981,2022-06-13 00:15:50,12.21590303232641,35.11970106666667,0,,LAX,HYD
FL4898,Air France,FN4976,2025-07-27 13:24:31,-30.2146592409931,-30.012053416666667,0,Technical,HYD,HYD
FL4899,IndiGo,FN1916,2024-07-16 18:11:37,14.329300583052365,-8.176285933333334,0,Technical,DXB,BLR
FL4900,Emirates,FN1997,2025-04-11 17:06:19,-15.007948488992191,-20.20627658333333,0,Weather,LHR,HYD
FL4901,ANA,FN6642,2022-09-17 06:11:50,-13.87911121551495,-6.000768033333333,0,Crew,HKG,JFK
FL4902,Delta Airlines,FN6606,2022-03-27 05:32:54,5.183211714946078,1.8539201833333334,0,Technical,DEL,MAA
FL4903,Japan Airlines,FN8370,2025-12-05 08:07:00,22.838878796579053,53.68499956666667,0,Crew,MAA,DXB
FL4904,ANA,FN2132,2024-09-03 20:18:47,59.17769550225256,35.33611891666667,0,Technical,CDG,DEL
FL4905,Lufthansa,FN4814,2023-08-08 14:33:13,27.312165515054186,29.64181616666667,0,,HKG,FRA
FL4906,Singapore Airlines,FN9436,2022-01-21 10:48:51,14.654660285960688,13.680414783333333,0,Technical,DXB,HKG
FL4907,GoAir,FN2155,2023-03-01 06:49:24,13.527658896616067,20.79876983333333,0,Weather,SIN,CDG
FL4908,Air India,FN1173,2024-08-10 15:56:10,-7.368552720467694,-15.814065933333334,0,Crew,MAA,LAX
FL4909,Japan Airlines,FN5571,2023-10-03 21:12:53,-3.4608704785845266,5.053018483333333,0,Weather,BLR,HYD
FL4910,Turkish Airlines,FN6292,2025-07-26 20:12:45,27.96989025052792,45.77012491666667,0,Weather,DXB,MAA
FL4911,KLM,FN1474,2023-05-17 20:58:07,-4.825700692007382,4.431967816666667,0,,DEL,BOM
FL4912,ANA,FN4667,2024-02-09 05:14:05,38.875077758598955,61.35900118333333,0,Weather,HYD,SIN
FL4913,IndiGo,FN9861,2025-01-27 02:45:21,8.235014376054334,9.9210385,0,,LHR,DXB
FL4914,Delta Airlines,FN7614,2023-07-28 07:11:56,15.733727015091766,3.4881149166666665,0,Crew,BOM,LHR
FL4915,Lufthansa,FN2161,2022-12-06 18:37:22,4.1917146689347575,20.36051065,0,Technical,DEL,BLR
FL4916,Japan Airlines,FN5846,2024-01-24 16:50:44,29.258413883311036,30.20439981666667,0,Technical,DXB,LHR
FL4917,Air India,FN6613,2024-01-30 13:23:34,16.531546032614997,9.161790933333332,0,Technical,JFK,LHR
FL4918,SpiceJet,FN8259,2025-02-27 22:59:37,31.104764446750746,34.93744289999999,0,,CDG,HYD
FL4919,ANA,FN4674,2023-08-10 02:42:19,1.7214564491158555,1.2955989,0,,MAA,LAX
FL4920,AirAsia,FN2010,2025-09-19 13:21:39,8.113183993004254,6.395019316666667,0,Crew,LHR,BLR
FL4921,American Airlines,FN6133,2022-12-02 02:42:19,29.7442910800769,28.815037866666668,1,,CDG,HKG
FL4922,Air France,FN5839,2023-09-06 13:37:35,57.78892288082144,84.76708043333333,0,Technical,BOM,FRA
FL4923,Air France,FN7319,2025-09-23 04:56:01,-16.746304695635143,-10.70074065,0,,LHR,BLR
FL4924,Cathay Pacific,FN1928,2025-01-25 05:09:06,-9.51969864008585,-9.419412083333333,0,Weather,MAA,JFK
FL4925,Cathay Pacific,FN5681,2022-07-07 06:08:09,70.0728240293439,70.45925276666667,0,,SIN,LHR
FL4926,Cathay Pacific,FN1361,2024-06-12 08:30:12,20.80678111232286,33.92660051666667,0,,SIN,SIN
FL4927,United Airlines,FN3699,2025-02-03 01:24:43,-20.01888117449722,-27.845313283333333,0,Technical,MAA,BOM
FL4928,Cathay Pacific,FN8838,2025-12-19 00:58:47,-26.18067114224357,-34.47023215,0,,JFK,FRA
FL4929,Delta Airlines,FN5955,2023-04-30 05:36:07,-75.50090327951547,-62.33216726666667,0,Crew,MAA,BOM
FL4930,Cathay Pacific,FN4821,2022-08-22 07:25:31,71.6258152376821,78.84312631666667,0,Technical,DEL,BOM
FL4931,Turkish Airlines,FN8084,2023-02-18 07:48:13,-32.48806578021822,-37.12971151666667,0,Weather,HKG,LAX
FL4932,Cathay Pacific,FN3104,2024-10-07 08:42:34,-3.7663053507499082,-14.030077016666667,0,,JFK,DXB
FL4933,Emirates,FN9232,2025-06-22 03:08:33,35.8054791518547,52.95937981666667,0,,HKG,BOM
FL4934,IndiGo,FN3666,2023-09-18 20:24:23,-24.66355381452979,-8.78733815,0,,HYD,DEL
FL4935,Japan Airlines,FN7223,2024-12-17 02:33:25,55.80437990731796,89.34275298333334,0,Crew,LAX,FRA
FL4936,Japan Airlines,FN1591,2025-03-18 03:55:15,95.95636069257888,87.42647095000001,0,,MAA,HKG
FL4937,Emirates,FN2541,2024-03-14 20:26:48,94.7266127918561,94.41351696666668,0,Crew,BLR,BOM
FL4938,Air France,FN1882,2025-07-06 14:30:57,-7.773963661415429,2.132121966666667,0,Technical,BLR,HYD
FL4939,ANA,FN2511,2025-09-03 07:55:28,-7.461840022790373,3.5238220833333336,0,,SIN,SIN
FL4940,Air India,FN2835,2022-03-15 11:41:21,-29.60231563211905,-28.183604666666668,0,Weather,BOM,LAX
FL4941,Singapore Airlines,FN7027,2023-05-25 09:55:08,48.56746703085038,52.71154766666667,0,Crew,SIN,HYD
FL4942,United Airlines,FN1950,2024-08-30 14:13:48,14.247873602196485,26.37675266666667,0,Crew,DEL,JFK
FL4943,Lufthansa,FN3490,2025-12-19 23:46:32,45.119848879529805,25.291478199999997,0,Weather,JFK,LHR
FL4944,Emirates,FN9150,2024-03-18 00:57:00,27.535721555123043,28.513634466666666,0,,BOM,DXB
FL4945,Delta Airlines,FN8200,2025-10-07 01:59:51,14.999136859355156,35.8983894,1,,SIN,BOM
FL4946,British Airways,FN7536,2023-02-26 02:12:00,-25.825599542355327,-36.01526616666667,0,Crew,HYD,HKG
FL4947,American Airlines,FN7507,2024-04-04 21:44:35,-48.062898791414185,-51.30028291666667,0,,DEL,DEL
FL4948,IndiGo,FN1479,2025-11-14 16:47:32,49.91297033136449,53.1041625,0,Crew,HYD,SIN
FL4949,Japan Airlines,FN9117,2022-01-19 00:57:43,-30.203746869643574,-32.48892803333333,0,,BOM,SIN
FL4950,Emirates,FN5886,2023-05-27 06:38:54,-34.63585110471869,-46.51364263333333,0,Weather,MAA,CDG
FL4951,Cathay Pacific,FN5674,2024-12-30 17:52:25,21.664567307911398,9.056467416666667,0,,DEL,HKG
FL4952,Qatar Airways,FN8669,2025-08-26 06:13:46,43.37902915609906,47.312224799999996,0,Technical,SIN,LAX
FL4953,KLM,FN6325,2023-01-17 05:10:30,12.567841118335764,13.3922466,0,,FRA,SIN
FL4954,United Airlines,FN6183,2023-11-23 09:59:19,33.1854351563117,49.932833466666665,0,,SIN,BLR
FL4955,Emirates,FN6092,2024-05-11 00:52:16,20.051630557365144,33.52346715,0,,HYD,FRA
FL4956,Emirates,FN9975,2025-01-16 20:25:04,3.637309902387231,16.770355000000002,0,Crew,BLR,HKG
FL4957,Qatar Airways,FN9714,2023-01-30 05:17:33,-0.136333264214203,4.897141066666666,0,,HYD,DXB
FL4958,KLM,FN6098,2024-06-18 13:15:22,1.7606875190110767,-0.09759056666666667,0,Crew,DEL,MAA
FL4959,Vistara,FN7437,2024-09-09 09:40:32,-10.673353931653708,1.3419976333333332,0,Weather,DXB,HKG
FL4960,Lufthansa,FN6454,2023-04-12 03:50:47,49.318177384403896,71.88470696666667,0,Technical,JFK,HKG
FL4961,United Airlines,FN9411,2022-09-07 09:28:18,-27.696960078363063,-3.3589143000000004,0,Technical,BLR,FRA
FL4962,SpiceJet,FN7059,2023-07-06 09:12:49,0.4552449514621344,14.466240183333333,0,Crew,DEL,LAX
FL4963,SpiceJet,FN2190,2023-03-15 13:48:28,-17.186459961416332,-10.05676125,0,Crew,BLR,LAX
FL4964,American Airlines,FN2247,2022-03-05 07:13:04,19.411695486907213,2.1426236,0,,LAX,DXB
FL4965,Delta Airlines,FN6567,2022-02-15 12:07:06,28.24801499032568,53.4370401,0,Technical,LAX,FRA
