AirportID,IATA_CODE,AirportName,City,Country
AP526,BOM,Chhatrapati Shivaji,Mumbai,India
AP103,BLR,Kempegowda International,Bengaluru,India
AP887,HYD,Rajiv Gandhi International,Hyderabad,India
AP309,MAA,Chennai International,Chennai,India
AP319,LHR,Heathrow,London,UK
AP293,DXB,Dubai International,Dubai,UAE
AP933,JFK,John F. Kennedy International,New York,USA
AP485,LAX,Los Angeles International,Los Angeles,USA
AP980,FRA,Frankfurt International,Frankfurt,Germany
AP898,CDG,Charles de Gaulle,Paris,France
AP127,SIN,Changi International,Singapore,Singapore
AP533,HKG,Hong Kong International,Hong Kong,China
AP298,DEL,Indira Gandhi International,New Delhi,India
AP453,BOM,Chhatrapati Shivaji,Mumbai,India
AP691,BLR,Kempegowda International,Bengaluru,India
AP677,HYD,Rajiv Gandhi International,Hyderabad,India
AP742,MAA,Chennai International,Chennai,India
AP706,LHR,Heathrow,London,UK
AP719,DXB,Dubai International,Dubai,UAE
AP128,JFK,John F. Kennedy International,New York,USA
AP902,LAX,Los Angeles International,Los Angeles,USA
AP492,FRA,Frankfurt International,Frankfurt,Germany
AP548,CDG,Charles de Gaulle,Paris,France
AP754,SIN,Changi International,Singapore,Singapore
AP979,HKG,Hong Kong International,Hong Kong,China
AP114,DEL,Indira Gandhi International,New Delhi,India
AP239,BOM,Chhatrapati Shivaji,Mumbai,India
AP325,BLR,Kempegowda International,Bengaluru,India
AP867,HYD,Rajiv Gandhi International,Hyderabad,India
AP203,MAA,Chennai International,Chennai,India
AP568,LHR,Heathrow,London,UK
AP886,DXB,Dubai International,Dubai,UAE
AP438,JFK,John F. Kennedy International,New York,USA
AP146,LAX,Los Angeles International,Los Angeles,USA
AP639,FRA,Frankfurt International,Frankfurt,Germany
AP201,CDG,Charles de Gaulle,Paris,France
AP116,SIN,Changi International,Singapore,Singapore
AP428,HKG,Hong Kong International,Hong Kong,China
AP350,DEL,Indira Gandhi International,New Delhi,India
AP438,BOM,Chhatrapati Shivaji,Mumbai,India
AP238,BLR,Kempegowda International,Bengaluru,India
AP988,HYD,Rajiv Gandhi International,Hyderabad,India
AP206,MAA,Chennai International,Chennai,India
AP544,LHR,Heathrow,London,UK
AP281,DXB,Dubai International,Dubai,UAE
AP231,JFK,John F. Kennedy International,New York,USA
AP690,LAX,Los Angeles International,Los Angeles,USA
AP517,FRA,Frankfurt International,Frankfurt,Germany
AP465,CDG,Charles de Gaulle,Paris,France
AP235,SIN,Changi International,Singapore,Singapore
AP261,HKG,Hong Kong International,Hong Kong,China
AP206,DEL,Indira Gandhi International,New Delhi,India
AP912,BOM,Chhatrapati Shivaji,Mumbai,India
AP212,BLR,Kempegowda International,Bengaluru,India
AP687,HYD,Rajiv Gandhi International,Hyderabad,India
AP640,MAA,Chennai International,Chennai,India
AP841,LHR,Heathrow,London,UK
AP528,DXB,Dubai International,Dubai,UAE
AP419,JFK,John F. Kennedy International,New York,USA
AP852,LAX,Los Angeles International,Los Angeles,USA
AP377,FRA,Frankfurt International,Frankfurt,Germany
AP586,CDG,Charles de Gaulle,Paris,France
AP185,SIN,Changi International,Singapore,Singapore
AP298,HKG,Hong Kong International,Hong Kong,China
AP333,DEL,Indira Gandhi International,New Delhi,India
AP384,BOM,Chhatrapati Shivaji,Mumbai,India
AP186,BLR,Kempegowda International,Bengaluru,India
AP631,HYD,Rajiv Gandhi International,Hyderabad,India
AP211,MAA,Chennai International,Chennai,India
AP263,LHR,Heathrow,London,UK
AP714,DXB,Dubai International,Dubai,UAE
AP201,JFK,John F. Kennedy International,New York,USA
AP817,LAX,Los Angeles International,Los Angeles,USA
AP905,FRA,Frankfurt International,Frankfurt,Germany
AP821,CDG,Charles de Gaulle,Paris,France
AP485,SIN,Changi International,Singapore,Singapore
AP877,HKG,Hong Kong International,Hong Kong,China
AP654,DEL,Indira Gandhi International,New Delhi,India
AP511,BOM,Chhatrapati Shivaji,Mumbai,India
AP152,BLR,Kempegowda International,Bengaluru,India
AP487,HYD,Rajiv Gandhi International,Hyderabad,India
AP285,MAA,Chennai International,Chennai,India
AP432,LHR,Heathrow,London,UK
AP968,DXB,Dubai International,Dubai,UAE
AP319,JFK,John F. Kennedy International,New York,USA
AP527,LAX,Los Angeles International,Los Angeles,USA
AP915,FRA,Frankfurt International,Frankfurt,Germany
AP846,CDG,Charles de Gaulle,Paris,France
AP173,SIN,Changi International,Singapore,Singapore
AP964,HKG,Hong Kong International,Hong Kong,China
AP311,DEL,Indira Gandhi International,New Delhi,India
AP779,BOM,Chhatrapati Shivaji,Mumbai,India
AP631,BLR,Kempegowda International,Bengaluru,India
AP198,HYD,Rajiv Gandhi International,Hyderabad,India
AP949,MAA,Chennai International,Chennai,India
AP631,LHR,Heathrow,London,UK
AP376,DXB,Dubai International,Dubai,UAE
AP626,JFK,John F. Kennedy International,New York,USA
AP563,LAX,Los Angeles International,Los Angeles,USA
AP638,FRA,Frankfurt International,Frankfurt,Germany
AP917,CDG,Charles de Gaulle,Paris,France
AP948,SIN,Changi International,Singapore,Singapore
AP488,HKG,Hong Kong International,Hong Kong,China
AP611,DEL,Indira Gandhi International,New Delhi,India
AP959,BOM,Chhatrapati Shivaji,Mumbai,India
AP581,BLR,Kempegowda International,Bengaluru,India
AP575,HYD,Rajiv Gandhi International,Hyderabad,India
AP175,MAA,Chennai International,Chennai,India
AP176,LHR,Heathrow,London,UK
AP130,DXB,Dubai International,Dubai,UAE
AP991,JFK,John F. Kennedy International,New York,USA
AP695,LAX,Los Angeles International,Los Angeles,USA
AP980,FRA,Frankfurt International,Frankfurt,Germany
AP145,CDG,Charles de Gaulle,Paris,France
AP796,SIN,Changi International,Singapore,Singapore
AP699,HKG,Hong Kong International,Hong Kong,China
AP348,DEL,Indira Gandhi International,New Delhi,India
AP303,BOM,Chhatrapati Shivaji,Mumbai,India
AP768,BLR,Kempegowda International,Bengaluru,India
AP865,HYD,Rajiv Gandhi International,Hyderabad,India
AP874,MAA,Chennai International,Chennai,India
AP265,LHR,Heathrow,London,UK
AP110,DXB,Dubai International,Dubai,UAE
AP563,JFK,John F. Kennedy International,New York,USA
AP742,LAX,Los Angeles International,Los Angeles,USA
AP507,FRA,Frankfurt International,Frankfurt,Germany
AP284,CDG,Charles de Gaulle,Paris,France
AP472,SIN,Changi International,Singapore,Singapore
AP970,HKG,Hong Kong International,Hong Kong,China
AP593,DEL,Indira Gandhi International,New Delhi,India
AP318,BOM,Chhatrapati Shivaji,Mumbai,India
AP188,BLR,Kempegowda International,Bengaluru,India
AP495,HYD,Rajiv Gandhi International,Hyderabad,India
AP718,MAA,Chennai International,Chennai,India
AP479,LHR,Heathrow,London,UK
AP540,DXB,Dubai International,Dubai,UAE
AP999,JFK,John F. Kennedy International,New York,USA
AP254,LAX,Los Angeles International,Los Angeles,USA
AP667,FRA,Frankfurt International,Frankfurt,Germany
AP429,CDG,Charles de Gaulle,Paris,France
AP676,SIN,Changi International,Singapore,Singapore
AP776,HKG,Hong Kong International,Hong Kong,China
AP812,DEL,Indira Gandhi International,New Delhi,India
AP185,BOM,Chhatrapati Shivaji,Mumbai,India
AP515,BLR,Kempegowda International,Bengaluru,India
AP727,HYD,Rajiv Gandhi International,Hyderabad,India
AP170,MAA,Chennai International,Chennai,India
AP467,LHR,Heathrow,London,UK
AP656,DXB,Dubai International,Dubai,UAE
AP770,JFK,John F. Kennedy International,New York,USA
AP254,LAX,Los Angeles International,Los Angeles,USA
AP907,FRA,Frankfurt International,Frankfurt,Germany
AP127,CDG,Charles de Gaulle,Paris,France
AP735,SIN,Changi International,Singapore,Singapore
AP194,HKG,Hong Kong International,Hong Kong,China
AP117,DEL,Indira Gandhi International,New Delhi,India
AP111,BOM,Chhatrapati Shivaji,Mumbai,India
AP341,BLR,Kempegowda International,Bengaluru,India
AP920,HYD,Rajiv Gandhi International,Hyderabad,India
AP538,MAA,Chennai International,Chennai,India
AP542,LHR,Heathrow,London,UK
AP578,DXB,Dubai International,Dubai,UAE
AP913,JFK,John F. Kennedy International,New York,USA
AP435,LAX,Los Angeles International,Los Angeles,USA
AP649,FRA,Frankfurt International,Frankfurt,Germany
AP141,CDG,Charles de Gaulle,Paris,France
AP749,SIN,Changi International,Singapore,Singapore
AP655,HKG,Hong Kong International,Hong Kong,China
AP285,DEL,Indira Gandhi International,New Delhi,India
AP589,BOM,Chhatrapati Shivaji,Mumbai,India
AP335,BLR,Kempegowda International,Bengaluru,India
AP325,HYD,Rajiv Gandhi International,Hyderabad,India
AP601,MAA,Chennai International,Chennai,India
AP566,LHR,Heathrow,London,UK
AP709,DXB,Dubai International,Dubai,UAE
AP725,JFK,John F. Kennedy International,New York,USA
AP894,LAX,Los Angeles International,Los Angeles,USA
AP907,FRA,Frankfurt International,Frankfurt,Germany
AP561,CDG,Charles de Gaulle,Paris,France
AP897,SIN,Changi International,Singapore,Singapore
AP801,HKG,Hong Kong International,Hong Kong,China
AP755,DEL,Indira Gandhi International,New Delhi,India
AP731,BOM,Chhatrapati Shivaji,Mumbai,India
AP890,BLR,Kempegowda International,Bengaluru,India
AP861,HYD,Rajiv Gandhi International,Hyderabad,India
AP309,MAA,Chennai International,Chennai,India
AP172,LHR,Heathrow,London,UK
AP820,DXB,Dubai International,Dubai,UAE
AP454,JFK,John F. Kennedy International,New York,USA
AP633,LAX,Los Angeles International,Los Angeles,USA
AP992,FRA,Frankfurt International,Frankfurt,Germany
AP731,CDG,Charles de Gaulle,Paris,France
AP838,SIN,Changi International,Singapore,Singapore
AP294,HKG,Hong Kong International,Hong Kong,China
AP515,DEL,Indira Gandhi International,New Delhi,India
AP432,BOM,Chhatrapati Shivaji,Mumbai,India
AP583,BLR,Kempegowda International,Bengaluru,India
AP391,HYD,Rajiv Gandhi International,Hyderabad,India
AP757,MAA,Chennai International,Chennai,India
AP629,LHR,Heathrow,London,UK
AP444,DXB,Dubai International,Dubai,UAE
AP624,JFK,John F. Kennedy International,New York,USA
AP514,LAX,Los Angeles International,Los Angeles,USA
AP633,FRA,Frankfurt International,Frankfurt,Germany
AP447,CDG,Charles de Gaulle,Paris,France
AP653,SIN,Changi International,Singapore,Singapore
AP582,HKG,Hong Kong International,Hong Kong,China
AP817,DEL,Indira Gandhi International,New Delhi,India
AP333,BOM,Chhatrapati Shivaji,Mumbai,India
AP770,BLR,Kempegowda International,Bengaluru,India
AP289,HYD,Rajiv Gandhi International,Hyderabad,India
AP474,MAA,Chennai International,Chennai,India
AP587,LHR,Heathrow,London,UK
AP402,DXB,Dubai International,Dubai,UAE
AP998,JFK,John F. Kennedy International,New York,USA
AP417,LAX,Los Angeles International,Los Angeles,USA
AP335,FRA,Frankfurt International,Frankfurt,Germany
AP327,CDG,Charles de Gaulle,Paris,France
AP650,SIN,Changi International,Singapore,Singapore
AP919,HKG,Hong Kong International,Hong Kong,China
AP579,DEL,Indira Gandhi International,New Delhi,India
AP814,BOM,Chhatrapati Shivaji,Mumbai,India
AP989,BLR,Kempegowda International,Bengaluru,India
AP258,HYD,Rajiv Gandhi International,Hyderabad,India
AP294,MAA,Chennai International,Chennai,India
AP357,LHR,Heathrow,London,UK
AP872,DXB,Dubai International,Dubai,UAE
AP205,JFK,John F. Kennedy International,New York,USA
AP876,LAX,Los Angeles International,Los Angeles,USA
AP359,FRA,Frankfurt International,Frankfurt,Germany
AP250,CDG,Charles de Gaulle,Paris,France
AP707,SIN,Changi International,Singapore,Singapore
AP320,HKG,Hong Kong International,Hong Kong,China
AP690,DEL,Indira Gandhi International,New Delhi,India
AP728,BOM,Chhatrapati Shivaji,Mumbai,India
AP785,BLR,Kempegowda International,Bengaluru,India
AP907,HYD,Rajiv Gandhi International,Hyderabad,India
AP211,MAA,Chennai International,Chennai,India
AP181,LHR,Heathrow,London,UK
AP686,DXB,Dubai International,Dubai,UAE
AP831,JFK,John F. Kennedy International,New York,USA
AP531,LAX,Los Angeles International,Los Angeles,USA
AP847,FRA,Frankfurt International,Frankfurt,Germany
AP899,CDG,Charles de Gaulle,Paris,France
AP992,SIN,Changi International,Singapore,Singapore
AP980,HKG,Hong Kong International,Hong Kong,China
AP613,DEL,Indira Gandhi International,New Delhi,India
AP831,BOM,Chhatrapati Shivaji,Mumbai,India
AP528,BLR,Kempegowda International,Bengaluru,India
AP290,HYD,Rajiv Gandhi International,Hyderabad,India
AP998,MAA,Chennai International,Chennai,India
AP215,LHR,Heathrow,London,UK
AP198,DXB,Dubai International,Dubai,UAE
AP982,JFK,John F. Kennedy International,New York,USA
AP343,LAX,Los Angeles International,Los Angeles,USA
AP601,FRA,Frankfurt International,Frankfurt,Germany
AP472,CDG,Charles de Gaulle,Paris,France
AP718,SIN,Changi International,Singapore,Singapore
AP538,HKG,Hong Kong International,Hong Kong,China
AP388,DEL,Indira Gandhi International,New Delhi,India
AP612,BOM,Chhatrapati Shivaji,Mumbai,India
AP652,BLR,Kempegowda International,Bengaluru,India
AP562,HYD,Rajiv Gandhi International,Hyderabad,India
AP866,MAA,Chennai International,Chennai,India
AP279,LHR,Heathrow,London,UK
AP134,DXB,Dubai International,Dubai,UAE
AP486,JFK,John F. Kennedy International,New York,USA
AP608,LAX,Los Angeles International,Los Angeles,USA
AP721,FRA,Frankfurt International,Frankfurt,Germany
AP999,CDG,Charles de Gaulle,Paris,France
AP576,SIN,Changi International,Singapore,Singapore
AP775,HKG,Hong Kong International,Hong Kong,China
AP271,DEL,Indira Gandhi International,New Delhi,India
AP304,BOM,Chhatrapati Shivaji,Mumbai,India
AP675,BLR,Kempegowda International,Bengaluru,India
AP388,HYD,Rajiv Gandhi International,Hyderabad,India
AP256,MAA,Chennai International,Chennai,India
AP624,LHR,Heathrow,London,UK
AP888,DXB,Dubai International,Dubai,UAE
AP183,JFK,John F. Kennedy International,New York,USA
AP625,LAX,Los Angeles International,Los Angeles,USA
AP277,FRA,Frankfurt International,Frankfurt,Germany
AP506,CDG,Charles de Gaulle,Paris,France
AP801,SIN,Changi International,Singapore,Singapore
AP703,HKG,Hong Kong International,Hong Kong,China
AP762,DEL,Indira Gandhi International,New Delhi,India
AP473,BOM,Chhatrapati Shivaji,Mumbai,India
AP788,BLR,Kempegowda International,Bengaluru,India
AP395,HYD,Rajiv Gandhi International,Hyderabad,India
AP694,MAA,Chennai International,Chennai,India
AP119,LHR,Heathrow,London,UK
AP162,DXB,Dubai International,Dubai,UAE
AP176,JFK,John F. Kennedy International,New York,USA
AP859,LAX,Los Angeles International,Los Angeles,USA
AP129,FRA,Frankfurt International,Frankfurt,Germany
AP330,CDG,Charles de Gaulle,Paris,France
AP636,SIN,Changi International,Singapore,Singapore
AP114,HKG,Hong Kong International,Hong Kong,China
AP202,DEL,Indira Gandhi International,New Delhi,India
AP283,BOM,Chhatrapati Shivaji,Mumbai,India
AP197,BLR,Kempegowda International,Bengaluru,India
AP917,HYD,Rajiv Gandhi International,Hyderabad,India
AP676,MAA,Chennai International,Chennai,India
AP238,LHR,Heathrow,London,UK
AP363,DXB,Dubai International,Dubai,UAE
AP747,JFK,John F. Kennedy International,New York,USA
AP396,LAX,Los Angeles International,Los Angeles,USA
AP513,FRA,Frankfurt International,Frankfurt,Germany
AP866,CDG,Charles de Gaulle,Paris,France
AP313,SIN,Changi International,Singapore,Singapore
AP304,HKG,Hong Kong International,Hong Kong,China
AP160,DEL,Indira Gandhi International,New Delhi,India
AP273,BOM,Chhatrapati Shivaji,Mumbai,India
AP685,BLR,Kempegowda International,Bengaluru,India
AP556,HYD,Rajiv Gandhi International,Hyderabad,India
AP333,MAA,Chennai International,Chennai,India
AP950,LHR,Heathrow,London,UK
AP685,DXB,Dubai International,Dubai,UAE
AP913,JFK,John F. Kennedy International,New York,USA
AP694,LAX,Los Angeles International,Los Angeles,USA
AP449,FRA,Frankfurt International,Frankfurt,Germany
AP700,CDG,Charles de Gaulle,Paris,France
AP689,SIN,Changi International,Singapore,Singapore
AP743,HKG,Hong Kong International,Hong Kong,China
AP819,DEL,Indira Gandhi International,New Delhi,India
AP257,BOM,Chhatrapati Shivaji,Mumbai,India
AP913,BLR,Kempegowda International,Bengaluru,India
AP601,HYD,Rajiv Gandhi International,Hyderabad,India
AP866,MAA,Chennai International,Chennai,India
AP412,LHR,Heathrow,London,UK
AP147,DXB,Dubai International,Dubai,UAE
AP305,JFK,John F. Kennedy International,New York,USA
AP332,LAX,Los Angeles International,Los Angeles,USA
AP918,FRA,Frankfurt International,Frankfurt,Germany
AP721,CDG,Charles de Gaulle,Paris,France
AP262,SIN,Changi International,Singapore,Singapore
AP895,HKG,Hong Kong International,Hong Kong,China
AP174,DEL,Indira Gandhi International,New Delhi,India
AP338,BOM,Chhatrapati Shivaji,Mumbai,India
AP255,BLR,Kempegowda International,Bengaluru,India
AP639,HYD,Rajiv Gandhi International,Hyderabad,India
AP313,MAA,Chennai International,Chennai,India
AP955,LHR,Heathrow,London,UK
AP722,DXB,Dubai International,Dubai,UAE
AP988,JFK,John F. Kennedy International,New York,USA
AP790,LAX,Los Angeles International,Los Angeles,USA
AP969,FRA,Frankfurt International,Frankfurt,Germany
AP884,CDG,Charles de Gaulle,Paris,France
AP143,SIN,Changi International,Singapore,Singapore
AP520,HKG,Hong Kong International,Hong Kong,China
AP815,DEL,Indira Gandhi International,New Delhi,India
AP861,BOM,Chhatrapati Shivaji,Mumbai,India
AP913,BLR,Kempegowda International,Bengaluru,India
AP971,HYD,Rajiv Gandhi International,Hyderabad,India
AP644,MAA,Chennai International,Chennai,India
AP367,LHR,Heathrow,London,UK
AP935,DXB,Dubai International,Dubai,UAE
AP140,JFK,John F. Kennedy International,New York,USA
AP158,LAX,Los Angeles International,Los Angeles,USA
AP868,FRA,Frankfurt International,Frankfurt,Germany
AP426,CDG,Charles de Gaulle,Paris,France
AP193,SIN,Changi International,Singapore,Singapore
AP434,HKG,Hong Kong International,Hong Kong,China
AP494,DEL,Indira Gandhi International,New Delhi,India
AP309,BOM,Chhatrapati Shivaji,Mumbai,India
AP684,BLR,Kempegowda International,Bengaluru,India
AP324,HYD,Rajiv Gandhi International,Hyderabad,India
AP474,MAA,Chennai International,Chennai,India
AP227,LHR,Heathrow,London,UK
AP937,DXB,Dubai International,Dubai,UAE
AP342,JFK,John F. Kennedy International,New York,USA
AP101,LAX,Los Angeles International,Los Angeles,USA
AP338,FRA,Frankfurt International,Frankfurt,Germany
AP722,CDG,Charles de Gaulle,Paris,France
AP717,SIN,Changi International,Singapore,Singapore
AP413,HKG,Hong Kong International,Hong Kong,China
AP947,DEL,Indira Gandhi International,New Delhi,India
AP683,BOM,Chhatrapati Shivaji,Mumbai,India
AP242,BLR,Kempegowda International,Bengaluru,India
AP851,HYD,Rajiv Gandhi International,Hyderabad,India
AP143,MAA,Chennai International,Chennai,India
AP817,LHR,Heathrow,London,UK
AP168,DXB,Dubai International,Dubai,UAE
AP294,JFK,John F. Kennedy International,New York,USA
AP987,LAX,Los Angeles International,Los Angeles,USA
AP887,FRA,Frankfurt International,Frankfurt,Germany
AP292,CDG,Charles de Gaulle,Paris,France
AP769,SIN,Changi International,Singapore,Singapore
AP151,HKG,Hong Kong International,Hong Kong,China
AP309,DEL,Indira Gandhi International,New Delhi,India
AP915,BOM,Chhatrapati Shivaji,Mumbai,India
AP417,BLR,Kempegowda International,Bengaluru,India
AP253,HYD,Rajiv Gandhi International,Hyderabad,India
AP273,MAA,Chennai International,Chennai,India
AP655,LHR,Heathrow,London,UK
AP687,DXB,Dubai International,Dubai,UAE
AP688,JFK,John F. Kennedy International,New York,USA
AP442,LAX,Los Angeles International,Los Angeles,USA
AP818,FRA,Frankfurt International,Frankfurt,Germany
AP196,CDG,Charles de Gaulle,Paris,France
AP666,SIN,Changi International,Singapore,Singapore
AP777,HKG,Hong Kong International,Hong Kong,China
AP864,DEL,Indira Gandhi International,New Delhi,India
AP267,BOM,Chhatrapati Shivaji,Mumbai,India
AP943,BLR,Kempegowda International,Bengaluru,India
AP396,HYD,Rajiv Gandhi International,Hyderabad,India
AP329,MAA,Chennai International,Chennai,India
AP228,LHR,Heathrow,London,UK
AP478,DXB,Dubai International,Dubai,UAE
AP990,JFK,John F. Kennedy International,New York,USA
AP493,LAX,Los Angeles International,Los Angeles,USA
AP447,FRA,Frankfurt International,Frankfurt,Germany
AP115,CDG,Charles de Gaulle,Paris,France
AP827,SIN,Changi International,Singapore,Singapore
AP688,HKG,Hong Kong International,Hong Kong,China
AP392,DEL,Indira Gandhi International,New Delhi,India
AP819,BOM,Chhatrapati Shivaji,Mumbai,India
AP662,BLR,Kempegowda International,Bengaluru,India
AP401,HYD,Rajiv Gandhi International,Hyderabad,India
AP519,MAA,Chennai International,Chennai,India
AP816,LHR,Heathrow,London,UK
AP782,DXB,Dubai International,Dubai,UAE
AP400,JFK,John F. Kennedy International,New York,USA
AP913,LAX,Los Angeles International,Los Angeles,USA
AP999,FRA,Frankfurt International,Frankfurt,Germany
AP885,CDG,Charles de Gaulle,Paris,France
AP872,SIN,Changi International,Singapore,Singapore
AP468,HKG,Hong Kong International,Hong Kong,China
AP469,DEL,Indira Gandhi International,New Delhi,India
AP531,BOM,Chhatrapati Shivaji,Mumbai,India
AP707,BLR,Kempegowda International,Bengaluru,India
AP705,HYD,Rajiv Gandhi International,Hyderabad,India
AP830,MAA,Chennai International,Chennai,India
AP107,LHR,Heathrow,London,UK
AP319,DXB,Dubai International,Dubai,UAE
AP299,JFK,John F. Kennedy International,New York,USA
AP508,LAX,Los Angeles International,Los Angeles,USA
AP971,FRA,Frankfurt International,Frankfurt,Germany
AP459,CDG,Charles de Gaulle,Paris,France
AP386,SIN,Changi International,Singapore,Singapore
AP425,HKG,Hong Kong International,Hong Kong,China
AP351,DEL,Indira Gandhi International,New Delhi,India
AP227,BOM,Chhatrapati Shivaji,Mumbai,India
AP752,BLR,Kempegowda International,Bengaluru,India
AP449,HYD,Rajiv Gandhi International,Hyderabad,India
AP589,MAA,Chennai International,Chennai,India
AP414,LHR,Heathrow,London,UK
AP351,DXB,Dubai International,Dubai,UAE
AP407,JFK,John F. Kennedy International,New York,USA
AP579,LAX,Los Angeles International,Los Angeles,USA
AP705,FRA,Frankfurt International,Frankfurt,Germany
AP591,CDG,Charles de Gaulle,Paris,France
AP479,SIN,Changi International,Singapore,Singapore
AP529,HKG,Hong Kong International,Hong Kong,China
AP401,DEL,Indira Gandhi International,New Delhi,India
AP751,BOM,Chhatrapati Shivaji,Mumbai,India
AP351,BLR,Kempegowda International,Bengaluru,India
AP258,HYD,Rajiv Gandhi International,Hyderabad,India
AP586,MAA,Chennai International,Chennai,India
AP308,LHR,Heathrow,London,UK
AP301,DXB,Dubai International,Dubai,UAE
AP257,JFK,John F. Kennedy International,New York,USA
AP933,LAX,Los Angeles International,Los Angeles,USA
AP697,FRA,Frankfurt International,Frankfurt,Germany
AP731,CDG,Charles de Gaulle,Paris,France
AP712,SIN,Changi International,Singapore,Singapore
AP488,HKG,Hong Kong International,Hong Kong,China
AP156,DEL,Indira Gandhi International,New Delhi,India
AP384,BOM,Chhatrapati Shivaji,Mumbai,India
AP978,BLR,Kempegowda International,Bengaluru,India
AP346,HYD,Rajiv Gandhi International,Hyderabad,India
AP276,MAA,Chennai International,Chennai,India
AP161,LHR,Heathrow,London,UK
AP763,DXB,Dubai International,Dubai,UAE
AP533,JFK,John F. Kennedy International,New York,USA
AP220,LAX,Los Angeles International,Los Angeles,USA
AP913,FRA,Frankfurt International,Frankfurt,Germany
AP192,CDG,Charles de Gaulle,Paris,France
AP257,SIN,Changi International,Singapore,Singapore
AP223,HKG,Hong Kong International,Hong Kong,China
AP901,DEL,Indira Gandhi International,New Delhi,India
AP565,BOM,Chhatrapati Shivaji,Mumbai,India
AP836,BLR,Kempegowda International,Bengaluru,India
AP109,HYD,Rajiv Gandhi International,Hyderabad,India
AP377,MAA,Chennai International,Chennai,India
AP880,LHR,Heathrow,London,UK
AP318,DXB,Dubai International,Dubai,UAE
AP585,JFK,John F. Kennedy International,New York,USA
AP687,LAX,Los Angeles International,Los Angeles,USA
AP531,FRA,Frankfurt International,Frankfurt,Germany
AP881,CDG,Charles de Gaulle,Paris,France
AP458,SIN,Changi International,Singapore,Singapore
AP126,HKG,Hong Kong International,Hong Kong,China
AP671,DEL,Indira Gandhi International,New Delhi,India
AP388,BOM,Chhatrapati Shivaji,Mumbai,India
AP304,BLR,Kempegowda International,Bengaluru,India
AP293,HYD,Rajiv Gandhi International,Hyderabad,India
AP890,MAA,Chennai International,Chennai,India
AP573,LHR,Heathrow,London,UK
AP234,DXB,Dubai International,Dubai,UAE
AP356,JFK,John F. Kennedy International,New York,USA
AP209,LAX,Los Angeles International,Los Angeles,USA
AP765,FRA,Frankfurt International,Frankfurt,Germany
AP925,CDG,Charles de Gaulle,Paris,France
AP562,SIN,Changi International,Singapore,Singapore
AP414,HKG,Hong Kong International,Hong Kong,China
AP702,DEL,Indira Gandhi International,New Delhi,India
AP144,BOM,Chhatrapati Shivaji,Mumbai,India
AP728,BLR,Kempegowda International,Bengaluru,India
AP954,HYD,Rajiv Gandhi International,Hyderabad,India
AP551,MAA,Chennai International,Chennai,India
AP663,LHR,Heathrow,London,UK
AP266,DXB,Dubai International,Dubai,UAE
AP595,JFK,John F. Kennedy International,New York,USA
AP521,LAX,Los Angeles International,Los Angeles,USA
AP722,FRA,Frankfurt International,Frankfurt,Germany
AP657,CDG,Charles de Gaulle,Paris,France
AP201,SIN,Changi International,Singapore,Singapore
AP592,HKG,Hong Kong International,Hong Kong,China
AP803,DEL,Indira Gandhi International,New Delhi,India
AP214,BOM,Chhatrapati Shivaji,Mumbai,India
AP772,BLR,Kempegowda International,Bengaluru,India
AP528,HYD,Rajiv Gandhi International,Hyderabad,India
AP394,MAA,Chennai International,Chennai,India
AP248,LHR,Heathrow,London,UK
AP155,DXB,Dubai International,Dubai,UAE
AP770,JFK,John F. Kennedy International,New York,USA
AP840,LAX,Los Angeles International,Los Angeles,USA
AP861,FRA,Frankfurt International,Frankfurt,Germany
AP927,CDG,Charles de Gaulle,Paris,France
AP597,SIN,Changi International,Singapore,Singapore
AP358,HKG,Hong Kong International,Hong Kong,China
AP331,DEL,Indira Gandhi International,New Delhi,India
AP579,BOM,Chhatrapati Shivaji,Mumbai,India
AP423,BLR,Kempegowda International,Bengaluru,India
AP798,HYD,Rajiv Gandhi International,Hyderabad,India
AP174,MAA,Chennai International,Chennai,India
AP787,LHR,Heathrow,London,UK
AP571,DXB,Dubai International,Dubai,UAE
AP926,JFK,John F. Kennedy International,New York,USA
AP930,LAX,Los Angeles International,Los Angeles,USA
AP586,FRA,Frankfurt International,Frankfurt,Germany
AP602,CDG,Charles de Gaulle,Paris,France
AP621,SIN,Changi International,Singapore,Singapore
AP413,HKG,Hong Kong International,Hong Kong,China
AP235,DEL,Indira Gandhi International,New Delhi,India
AP474,BOM,Chhatrapati Shivaji,Mumbai,India
AP220,BLR,Kempegowda International,Bengaluru,India
AP145,HYD,Rajiv Gandhi International,Hyderabad,India
AP816,MAA,Chennai International,Chennai,India
AP672,LHR,Heathrow,London,UK
AP190,DXB,Dubai International,Dubai,UAE
AP543,JFK,John F. Kennedy International,New York,USA
AP447,LAX,Los Angeles International,Los Angeles,USA
AP766,FRA,Frankfurt International,Frankfurt,Germany
AP615,CDG,Charles de Gaulle,Paris,France
AP659,SIN,Changi International,Singapore,Singapore
AP594,HKG,Hong Kong International,Hong Kong,China
AP672,DEL,Indira Gandhi International,New Delhi,India
AP555,BOM,Chhatrapati Shivaji,Mumbai,India
AP178,BLR,Kempegowda International,Bengaluru,India
AP168,HYD,Rajiv Gandhi International,Hyderabad,India
AP684,MAA,Chennai International,Chennai,India
AP503,LHR,Heathrow,London,UK
AP998,DXB,Dubai International,Dubai,UAE
AP938,JFK,John F. Kennedy International,New York,USA
